=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-7_23-6-6
====================================================================================
23:6:6 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
1:4:11 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14174.007813, 4.792273, 12968.074219>)
1:4:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14174.190430, 3.855220, 12985.255859>)
1:4:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14171.965820, 2.947663, 13002.348633>)
1:4:16 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14146.912109, 2.768282, 13050.740234>)
1:4:18 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13118.603516, 398.104706, 13135.311523>)
1:4:20 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13150.463867, 117.636230, 13031.471680>)
1:5:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13365.678711, 6.000000, 5597.922852>)
1:5:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13376.551758, 6.027011, 5597.883789>)
1:5:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13386.581055, 6.046325, 5597.757324>)
1:5:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13393.306641, 6.046722, 5597.459473>)
1:5:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13398.378906, 6.046941, 5597.294922>)
1:5:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13403.726563, 5.862368, 5597.168457>)
1:5:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13410.522461, 4.858012, 5596.989746>)
1:5:11 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13422.756836, 3.533098, 5595.565430>)
1:5:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13432.498047, 2.103254, 5599.617188>)
1:5:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13436.827148, 1.747692, 5606.230469>)
1:5:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13439.785156, 2.004033, 5612.269043>)
1:6:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13521.508789, 0.533542, 5579.123535>)
1:6:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13681.501953, 0.550027, 5578.172363>)
1:6:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<13868.107422, 0.562012, 5577.985352>)
1:6:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14025.048828, 0.573482, 5577.803711>)
1:6:5 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14159.144531, 0.583239, 5577.616699>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14273.003906, 0.593766, 5577.422852>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14347.194336, 0.604044, 5577.216309>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14460.439453, 0.609567, 5576.994141>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14599.528320, 0.612331, 5576.796387>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14715.367188, 0.615550, 5576.568359>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14857.589844, 0.618388, 5576.338379>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15009.618164, 0.620214, 5576.107422>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14896.099609, 0.621439, 5576.092285>)
1:6:6 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15026.727539, 0.622115, 5575.857910>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15016.298828, 0.622082, 5575.749023>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15155.528320, 0.621436, 5575.512207>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15040.422852, 0.620262, 5575.467773>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<15636.001953, 0.618057, 5574.354004>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<16382.727539, 0.974561, 5571.351563>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<16816.179688, 2.690868, 5568.504395>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<17914.552734, 6.750962, 5561.129883>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<18540.095703, 8.934469, 5556.928223>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<19638.474609, 13.182549, 5549.125000>)
1:6:7 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<20723.685547, 183.529678, 5561.842773>)
1:6:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<21086.867188, 1219.262451, 5613.512695>)
1:6:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<21394.611328, 2274.070801, 5650.436523>)
1:6:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<21548.339844, 2800.483887, 5668.876465>)
1:6:8 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<21774.541016, 3575.337402, 5696.013672>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<21075.746094, 2907.294678, 5156.368164>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<20197.080078, 2525.504639, 4618.599609>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<19944.109375, 2843.042969, 5101.430176>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<19021.234375, 2655.416992, 4740.309082>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<18231.810547, 2808.585938, 4875.018555>)
1:6:9 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<17137.818359, 2900.208496, 4909.503418>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<16048.444336, 2960.555664, 5036.159668>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14973.273438, 3102.806885, 5210.400391>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<14007.740234, 3273.686768, 5401.842285>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<12950.248047, 3467.301514, 5626.967773>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<12650.782227, 3538.822266, 5752.958496>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<11655.870117, 3808.511475, 6130.159668>)
1:6:10 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<10689.784180, 4119.239746, 6550.412598>)
1:6:12 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<10462.699219, 2963.628174, 6699.411133>)
1:6:14 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<9214.293945, 253.429199, 7727.636230>)
1:6:14 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<9213.513672, 252.793518, 7728.626465>)
1:6:17 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<9078.264648, 1342.738647, 7790.209961>)
1:6:20 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<9018.449219, 297.224670, 7725.917969>)
1:6:33 | "Survivor" (steamid=76561198339876709) teleported to crosshair (pos=<12968.195313, 5.972180, 9742.581055>)
1:6:51 | Player "Survivor" (steamId=76561198339876709) disconnected from server.
1:6:52 | Player "Survivor" (steamId=76561198339876709) disconnected from server.
1:33:38 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
1:55:11 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
1:55:14 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
1:55:39 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
1:55:47 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
2:37:8 | Player "[u.s.a.] eder" (steamId=76561199231380369) disconnected from server.
2:44:0 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
2:44:1 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
2:50:18 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
2:50:19 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
3:3:32 | Player "L3Dgamer" (steamId=76561199275455124) connected to server!
5:43:18 | Player "L3Dgamer" (steamId=76561199275455124) disconnected from server.
10:22:7 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
10:22:26 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) connected to server!
12:4:57 | Player "[U.S.A] SOBRAL " (steamId=76561199147153525) disconnected from server.
