=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-7-30
====================================================================================
2:7:30 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4359.106445, 338.999969, 10442.097656>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4357.154297, 339.000000, 10445.308594>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4357.118164, 339.000000, 10445.363281>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4357.061523, 339.000031, 10445.453125>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4355.658691, 339.000000, 10447.742188>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4354.237793, 338.999969, 10450.072266>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4352.525391, 339.000000, 10453.048828>)
2:9:47 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4350.970215, 339.000000, 10455.753906>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4350.933105, 339.000000, 10455.812500>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4350.858398, 339.000000, 10455.933594>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4348.265625, 339.000000, 10460.185547>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4346.103516, 339.000031, 10463.731445>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4346.072266, 339.000000, 10463.781250>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4346.041016, 338.999969, 10463.830078>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4343.120605, 339.000000, 10468.785156>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4340.197754, 339.000000, 10473.744141>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4340.162598, 339.000031, 10473.799805>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4340.135742, 338.999969, 10473.843750>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4339.000977, 338.999969, 10475.704102>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4337.910156, 339.000000, 10477.491211>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4337.877441, 338.999969, 10477.543945>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4337.846680, 338.999969, 10477.593750>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4337.812012, 339.000000, 10477.649414>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4337.573730, 339.000000, 10478.048828>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4334.016602, 339.000000, 10484.052734>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4330.756348, 338.999969, 10489.550781>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4330.264160, 338.999969, 10490.358398>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4329.781738, 338.999969, 10491.150391>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4329.748535, 339.000000, 10491.203125>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4329.717773, 338.999969, 10491.252930>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4327.764160, 338.999939, 10494.547852>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4325.884277, 339.000000, 10497.716797>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4325.855957, 339.000000, 10497.763672>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4325.782227, 339.000031, 10497.885742>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4323.655273, 339.000000, 10501.452148>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4321.593262, 339.000031, 10504.911133>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4320.625000, 339.000000, 10506.541992>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4319.632813, 339.000000, 10508.211914>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4319.600586, 339.000000, 10508.264648>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4319.092773, 339.000000, 10509.119141>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4318.574707, 338.999969, 10509.992188>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4317.652344, 338.999969, 10511.547852>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4317.619629, 339.000000, 10511.600586>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4317.467773, 339.000031, 10511.853516>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4314.532227, 339.000000, 10516.786133>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4311.470703, 339.000000, 10521.926758>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4311.436035, 339.000000, 10521.982422>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4311.409180, 339.000000, 10522.026367>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4308.752930, 338.999969, 10526.728516>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4306.190430, 338.999969, 10531.277344>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4306.156738, 339.000000, 10531.333984>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4306.095703, 339.000031, 10531.436523>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4304.327148, 339.000000, 10534.613281>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4302.649902, 338.999969, 10537.637695>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4302.609863, 339.000000, 10537.703125>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4300.011719, 339.000000, 10542.312500>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4298.774414, 339.000031, 10544.507813>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4297.416016, 339.000000, 10546.919922>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4296.411133, 339.000031, 10548.720703>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4295.573242, 339.000031, 10550.222656>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4294.697266, 338.999939, 10551.799805>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4293.600586, 339.000031, 10553.769531>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4288.701660, 339.000000, 10562.467773>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4288.683105, 339.000000, 10562.499023>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4288.665039, 339.000031, 10562.530273>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4286.750977, 339.000061, 10565.970703>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4284.910645, 339.000000, 10569.279297>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4284.879395, 339.000031, 10569.332031>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4284.850098, 339.000031, 10569.382813>)
2:9:48 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4284.818359, 339.000000, 10569.436523>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4284.641113, 339.000031, 10569.750000>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4282.271973, 339.000000, 10573.956055>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4279.668457, 339.000031, 10578.583008>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4277.769043, 339.000061, 10581.998047>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4276.127441, 339.000000, 10584.949219>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4276.096191, 338.999969, 10585.002930>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4276.068359, 339.000000, 10585.050781>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4274.693359, 339.000000, 10587.491211>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4273.520996, 338.999939, 10589.572266>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4273.471191, 338.999969, 10589.658203>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4273.218262, 339.000000, 10590.111328>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4270.298340, 339.000000, 10595.335938>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4267.335938, 339.000031, 10600.638672>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4266.561523, 339.000000, 10602.011719>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4265.943848, 338.999969, 10603.107422>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4265.912598, 338.999969, 10603.161133>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4265.837402, 339.000031, 10603.291992>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4265.279785, 339.000000, 10604.283203>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4264.538574, 339.000000, 10605.601563>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4261.409668, 339.000000, 10611.201172>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4258.516602, 339.000000, 10616.377930>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4257.833984, 339.000031, 10617.588867>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4257.163574, 338.999969, 10618.776367>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4257.131836, 339.000000, 10618.830078>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4257.103027, 339.000031, 10618.879883>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4253.045410, 339.000000, 10626.131836>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4249.143555, 339.000000, 10633.101563>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4249.113770, 338.999969, 10633.153320>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4249.056152, 339.000031, 10633.253906>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4248.705078, 339.000000, 10633.874023>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4248.118164, 339.000031, 10634.917969>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4243.852539, 339.000000, 10642.539063>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4240.453125, 339.000000, 10648.614258>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4240.423828, 338.999969, 10648.665039>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4240.390625, 339.000031, 10648.722656>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4240.166992, 339.000000, 10649.116211>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4239.956055, 338.999969, 10649.488281>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4237.481934, 339.000031, 10653.907227>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4235.101074, 338.999969, 10658.158203>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4235.074219, 339.000000, 10658.206055>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4235.011230, 339.000000, 10658.313477>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4233.300293, 339.000031, 10661.322266>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4231.823242, 339.000031, 10663.933594>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4231.280273, 338.999969, 10664.973633>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4230.606445, 339.000000, 10666.229492>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4229.861816, 339.000000, 10667.596680>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4229.171387, 339.000031, 10668.859375>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4229.333496, 338.999969, 10668.583008>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4229.291016, 339.000000, 10668.667969>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4227.815430, 339.000000, 10671.271484>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4226.307617, 339.000000, 10673.943359>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4225.418945, 339.000000, 10675.611328>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4224.526855, 339.000000, 10677.286133>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4224.272949, 339.000000, 10677.759766>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4224.019531, 339.000000, 10678.234375>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4222.418945, 339.000000, 10681.071289>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4221.053711, 339.000031, 10683.490234>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4221.022461, 339.000031, 10683.543945>)
2:9:49 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4220.973145, 339.000000, 10683.631836>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4219.874512, 339.000000, 10685.692383>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4218.958984, 339.000000, 10687.410156>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4217.991211, 338.999969, 10689.141602>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4217.163574, 339.000031, 10690.621094>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4217.135742, 339.000031, 10690.668945>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4217.047363, 339.000031, 10690.824219>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4216.353027, 339.000031, 10692.052734>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4215.569824, 338.999969, 10693.447266>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4214.138184, 339.000000, 10696.092773>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4212.672363, 338.999969, 10698.801758>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4212.646484, 339.000000, 10698.844727>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4212.606934, 339.000000, 10698.913086>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4212.156738, 339.000000, 10699.717773>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4211.733398, 338.999969, 10700.474609>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4210.163086, 339.000000, 10703.319336>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4208.821777, 339.000000, 10705.748047>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4208.789551, 339.000000, 10705.801758>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4208.739258, 339.000031, 10705.891602>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4207.544434, 338.999969, 10708.072266>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4206.417480, 339.000000, 10710.128906>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4206.386230, 339.000000, 10710.181641>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4206.215332, 339.000000, 10710.489258>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4204.847168, 339.000000, 10712.969727>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4203.456543, 338.999969, 10715.491211>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4202.843750, 339.000000, 10716.607422>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4202.230469, 338.999969, 10717.723633>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4201.604980, 339.000000, 10718.862305>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4201.070801, 339.000031, 10719.833984>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4201.041504, 339.000000, 10719.885742>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4200.969727, 339.000031, 10720.011719>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4199.004395, 338.999969, 10723.582031>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4196.912598, 339.000031, 10727.379883>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4196.885254, 339.000000, 10727.428711>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4196.853516, 339.000000, 10727.481445>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4196.820313, 339.000000, 10727.539063>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4196.674316, 339.000000, 10727.804688>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4195.249512, 338.999969, 10730.436523>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4193.834961, 338.999969, 10733.057617>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4193.922852, 338.999969, 10732.963867>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4193.972168, 339.000000, 10732.943359>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4192.906738, 339.000031, 10734.877930>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4191.860840, 339.000000, 10736.779297>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4191.090820, 338.999969, 10738.198242>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4190.318848, 339.000000, 10739.619141>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4190.288086, 339.000000, 10739.672852>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4190.235352, 339.000000, 10739.769531>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4189.615723, 339.000000, 10740.994141>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4189.015625, 339.000000, 10742.175781>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4187.546387, 339.000000, 10744.855469>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4186.160156, 339.000000, 10747.383789>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4186.130859, 339.000000, 10747.434570>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4186.086426, 339.000000, 10747.512695>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4185.681641, 339.000000, 10748.260742>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4185.281738, 339.000000, 10749.000000>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4183.910645, 338.999969, 10751.593750>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4182.618164, 338.999969, 10754.038086>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4182.589355, 339.000000, 10754.088867>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4182.531738, 339.000000, 10754.191406>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4181.860352, 339.000000, 10755.416016>)
2:9:50 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4181.138184, 339.000000, 10756.733398>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4179.963379, 339.000000, 10758.936523>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4178.984863, 339.000000, 10760.773438>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4178.312500, 339.000000, 10762.044922>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4177.663574, 339.000061, 10763.270508>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4177.636230, 339.000061, 10763.318359>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4177.591797, 339.000061, 10763.396484>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4176.881348, 339.000000, 10764.693359>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4176.212402, 338.999969, 10765.913086>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4174.686523, 338.999969, 10768.781250>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4173.383301, 339.000000, 10771.229492>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4173.356445, 339.000000, 10771.277344>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4173.305664, 339.000000, 10771.368164>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4172.265625, 338.999969, 10773.287109>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4171.284668, 339.000031, 10775.095703>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4171.255859, 339.000031, 10775.146484>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4171.226563, 339.000031, 10775.197266>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4169.313477, 339.000000, 10778.779297>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4167.397949, 339.000000, 10782.365234>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4167.370605, 339.000000, 10782.413086>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4167.339844, 339.000000, 10782.466797>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.778809, 339.000000, 10783.498047>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.297852, 339.000000, 10784.381836>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.268555, 338.999969, 10784.432617>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4166.202148, 339.000000, 10784.553711>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4164.266602, 339.000000, 10788.179688>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4162.427246, 339.000031, 10791.625000>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4162.125488, 339.000000, 10792.178711>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4161.852051, 339.000000, 10792.679688>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4161.819336, 339.000000, 10792.736328>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4161.623047, 339.000000, 10793.099609>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4159.465820, 339.000000, 10797.136719>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4157.558594, 338.999969, 10800.705078>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4157.531250, 338.999969, 10800.752930>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4157.489746, 339.000000, 10800.826172>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4157.196777, 339.000000, 10801.363281>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4156.902344, 339.000031, 10801.904297>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4155.613770, 338.999939, 10804.310547>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4154.482422, 339.000000, 10806.423828>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4153.448242, 339.000000, 10808.359375>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4152.612793, 339.000000, 10809.921875>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4152.312988, 339.000031, 10810.471680>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4152.036621, 339.000000, 10810.984375>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4152.034668, 339.000000, 10811.052734>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4151.963379, 339.000031, 10811.250977>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4150.800293, 338.999969, 10813.593750>)
2:9:51 | "Survivor" (steamid=76561198966041256) teleported to crosshair (pos=<4149.711426, 339.000000, 10815.788086>)
